,PTID1W1,PTID1W2,PTID1W3,PTID1W4,PTID1W5,PTID1W6,PTID1W7,PTID1W8,PTID1W9,PTID1W10,PTID2W1,PTID2W2,PTID2W3,PTID2W4,PTID2W5,PTID2W6,PTID2W7,PTID2W8,PTID2W9,PTID2W10,PTID3W1,PTID3W2,PTID3W3,PTID3W4,PTID3W5,PTID3W6,PTID3W7,PTID3W8,PTID3W9,PTID3W10,PTID4W1,PTID4W2,PTID4W3,PTID4W4,PTID4W5,PTID4W6,PTID4W7,PTID4W8,PTID4W9,PTID4W10,PTID5W1,PTID5W2,PTID5W3,PTID5W4,PTID5W5,PTID5W6,PTID5W7,PTID5W8,PTID5W9,PTID5W10,PTID6W1,PTID6W2,PTID6W3,PTID6W4,PTID6W5,PTID6W6,PTID6W7,PTID6W8,PTID6W9,PTID6W10
THY1,9.936283257412267,9.96582338116794,10.075867381435305,10.000808753243277,10.119677282064126,10.088096002981558,10.037813093607262,10.000319217314724,9.986482897543487,9.97687239047095,9.347646169866017,9.552822195641976,9.54615093320494,9.474968721536474,9.547629121477776,9.392927648169684,9.533358157596108,9.43024261380866,9.71593642979553,9.469007217443874,9.733246032726617,9.618566470209622,9.710552992931087,9.620184445131741,9.60692130722224,9.737361266644118,9.652184049384404,9.654021767917031,9.822414364538622,9.94444487055455,9.580056142525436,9.499674307760476,9.511587821383747,9.547908618843454,9.479352645660878,9.337551660879534,9.598881764894164,9.507753221573447,9.54172700311551,9.4334080924651,9.4614080269979,9.544662922441734,9.602137450009096,9.584180829185517,9.4946014158251,9.515522446840793,9.488190216592457,9.360915761411588,9.521524279118127,9.481349805727232,9.297714170379098,9.530362245948078,9.57362465704051,9.691356015419402,9.418010485562315,9.479232784691083,9.441356695392441,9.604154927262998,9.455496346860748,9.497457286726151
TIE1,2.013533722806423,2.015247773698937,2.0001442622910943,1.9954121561829596,2.0731004196448675,1.963511115681171,1.8833080029624838,1.9260753478760422,1.9638070151906588,1.865997972602266,2.1154661197230915,1.9210173247319913,2.027791018590431,1.978305475375972,1.9950502882566896,2.0032064306332487,2.044603950649768,2.1052757834156868,2.277925253494075,2.0417336113952187,1.9919344715378793,1.9322879923549583,1.9198739619832195,1.8262739042206557,1.8469144793133099,1.8550328972020795,1.8216285892437736,1.7739963251111732,1.8140171327117016,1.889395662154244,1.941519523782048,2.0513721017210256,1.8884607695580404,1.9277068624228262,2.102389385488442,1.976656911139756,2.0642275592443813,1.9916805621431244,1.9885210963275812,1.9906644774561668,2.0117103096277336,1.9677957299249798,1.9946159268993011,2.0543622884496893,2.0442542148741616,2.1166974432010157,2.1220100201258134,2.118027422590794,1.919912088677308,2.0785415236548572,2.055993844992684,2.0837920324938866,2.0131048916994865,1.9022279731938543,2.0428194111349254,2.0222612716146267,1.838064302129764,1.948152271532581,1.9725088594896025,1.9937830352500068
TIGAR,2.248109737098025,2.0189545792130525,2.2159270479868325,2.1371756012480367,2.0329824166994284,1.8367724688926959,2.0298062277042126,2.1133337786818753,1.9288061453406264,1.972913176518778,2.5573365626837044,2.26435627052581,2.485813211596304,2.306845500314283,2.3085647464687735,2.1594677292667654,2.4449585444755737,2.107252652038594,2.5436938382889926,2.3275724038157417,2.0608428953820854,1.9712584354439993,1.9019963761726661,2.082464163933694,1.8723559901898572,2.0929854174587654,2.1165643778033116,2.0120680233090904,2.263425082838911,1.878450703096664,2.1407459412386185,1.9980149292696834,1.7926055134076886,2.0476430798153196,1.7871398837128805,1.992115808035672,1.9270620655539403,2.0375579354240254,,1.9955568779426685,1.9051583219872814,1.8177051102271713,2.185390853146485,2.1425768142445505,2.091632140112732,1.9454953393789176,1.9445586338694507,1.99334829212757,2.090616348406604,2.2117286890993975,2.4898254871287153,2.2509918819342007,2.279768421593595,2.202198283588465,1.9724353351270911,1.8283878626164216,2.287058517422328,2.085322671377518,2.0517201164473278,2.02768487693716
TIMD4,3.927071549948983,4.175819976033222,4.162371186277154,4.071127661390707,3.919902557098247,3.824187400346225,3.8122312250333925,3.832393844242893,3.8504794109152454,3.7519563900187087,4.411704181812788,4.013560520518773,4.003503295348317,4.011200414335599,4.169612383648635,4.265579418157247,4.306014282556486,4.41307274423877,4.6227956774838574,4.173111438990211,3.765598393269639,3.687609435339538,3.869338438166561,3.635499024423232,3.5157376789691734,3.540734056358118,3.628633634164697,3.5078453714400295,3.6857159359906513,3.7745656976269717,3.386272938839372,3.6535072061892864,3.608856543376857,3.404371820524925,3.6867918381280593,3.6244050804901247,3.5586105089376265,3.6570454283283715,3.604949012499714,3.687396680665493,4.022651885005722,3.9952764663470868,4.160137655895699,3.9947878772410808,4.090938093168833,4.126882024383737,4.069023273546396,3.916686823106527,3.4970246941775303,3.9431430550163413,4.258790252494608,4.210092688780516,4.240100580901452,3.861637817224336,4.186864988610672,4.1892315486472835,3.8177664967164993,4.133374463752724,4.1577632608254875,4.040848605709067
TIMP1,4.350483102945771,4.322822288641285,4.275185882907932,4.311888150894248,4.233619676759702,4.0621389854519085,4.074394113006895,3.910310535114074,4.098486934066357,3.9866111692481114,3.9337425792381002,3.8168249500642606,3.698518545368774,3.5686401954192233,3.8690817536999313,3.9534608138526055,4.185319485791732,3.9801624320330378,4.278341658621643,3.9689293916255557,4.095536274386663,3.9053894120151487,4.099606604313391,3.8890061971946968,3.918147673876827,3.747645192560823,3.8424961771101316,3.7095112144319735,3.938361077332115,3.8165075513179434,3.4555442247757417,3.7774407574049094,3.822291665155716,3.6350113803283786,3.9253538579412344,3.9323824905858635,3.846282688175169,3.732963783833292,3.843501525536823,4.038602988016545,3.9133585847679706,3.9114231485213207,3.864701212473403,3.8196375310099007,3.8868720109199986,4.040822310107341,3.851858956851019,3.9975092021231244,3.3967760107875296,4.00115369461637,4.40868469137546,4.171799286973663,4.281446034576058,3.921436330806298,4.106649826672657,4.238343590689723,3.8516091369317653,4.157431827004189,4.181635311070046,4.131671790004107
TIMP4,4.889697425198831,4.132165525478088,4.208891775026153,4.233581332195895,4.072860401931245,4.363374358016629,4.713145902490259,4.12908514805661,4.227887370757993,4.068782576511719,3.5574958674989445,3.8211081162329585,3.6190373209917284,3.3991300687329926,3.80895130801648,3.9712216418545023,3.8105048001043182,3.421923434021813,3.8729666214158045,3.633954252330706,3.9664673832884625,4.369173308282515,4.235436041042428,4.009087349086533,4.274835642762608,4.0517984081927345,4.405495497060217,4.007285218455375,3.889940736525117,4.135543078061922,3.941885681697862,4.184185063880988,4.166305712807458,4.157270124335206,3.477612573192851,3.8533270236054435,4.000072132948736,3.798537899483732,3.9674822028041348,4.287494458432657,4.314790768987726,3.9132819831861703,4.214288032087817,3.6486149969623045,4.30868851139998,4.018242471278414,4.0953674828476165,4.249088795102151,4.080376259210068,4.064106815026203,4.204766750654613,4.469325976928587,4.002639519220797,4.1257089537628335,4.107963996810841,4.033792988849303,4.435568591624268,3.8845588495052517,3.7621787015572195,3.7034662010309907
TINAGL1,4.562523302578271,4.259528608590872,4.271283730389314,4.393834889223472,4.305817345027689,4.2888457771143935,4.249741131511067,4.212771644358643,4.199224745518972,4.471044354593075,4.254609159205425,4.174973605138621,4.190820267662014,4.163869019423733,4.371858521763216,4.330701801953379,4.096430539997022,4.159500022023219,4.419262460842354,4.421788819099825,4.076396620325319,4.1219768771988115,4.289952472215396,4.169628416978349,3.9328832278980186,4.08882851173536,4.089845562581475,4.254072438075698,4.19387422628958,4.4397560987148434,4.358466594438856,4.415995220996078,4.346971068130251,4.750976241843168,4.433640519128882,4.405372956687282,4.429294585661903,4.539586902245268,4.58648254069638,4.37527580538616,3.947563303839771,4.01455168611212,3.9342617193377767,4.152029242055695,4.090269122247974,3.918872775722672,4.006540397852747,3.8348123262957703,3.9748871886180965,4.129629222211809,4.537078590207241,4.6546360285279675,4.538966438944151,4.644323547260147,4.38867173284354,4.495727136893879,4.637030547965031,4.52125807799549,4.6043619689666935,4.443314900554035
TLR3,4.295914000041172,4.232315389514138,4.191483691937586,4.263575315059985,4.358853361813796,4.314703775361894,4.1763387315681335,4.0988574474860835,4.211534024411308,4.119455784305809,3.697929465679332,3.6755562678533478,3.6213134393667694,3.479903110141169,3.5816645804843783,3.5383767515409086,3.5147787422266132,3.483467554092807,3.8247576717732756,3.68128058495065,4.511177041972095,4.370087539401284,4.6542636720822586,4.395117653799476,4.429408415415885,4.468153181198852,4.501560160859287,4.453115860135193,4.367322136207927,4.6393884660424325,4.7985949231055915,4.723236349083641,4.638450395172909,4.779307003848682,4.713145902490259,4.805524630325493,4.816594586955065,4.872720430242952,4.937650414448812,4.830574783268448,4.459864362241269,4.251264628894251,4.181444494167608,4.524909932356598,4.405216362173553,4.387307390888899,4.304912545789718,4.483041833819943,4.288365945465663,4.546351225374623,4.25790825056104,4.4550444079174465,4.431201722191496,4.2937236099049345,4.364845538029841,4.23204671335011,4.38926392414078,4.403942549407884,4.3211127418303255,4.346992335996026
TMPRSS15,4.410028975423384,3.837024870988718,3.9510655252521905,4.109268611830842,3.594667973004823,3.56938171908513,3.7526415625825074,3.8213428626011776,3.760306121519131,3.8692495910192957,3.1647219281337,2.566936895291159,2.8847541963487235,2.7281382034189274,2.9518675043269025,3.1834071124372523,2.8993109976589113,2.8033717120642967,2.9925509226587215,2.6863436430761807,3.0501185531416763,3.1284583841469282,3.5011716007424325,4.114000473876572,3.4046851759190364,4.2923326773151,3.4330796268537673,3.2462256485198715,3.3226492621310166,2.796639281805275,3.3070058556448383,4.049639479624871,3.5501618944474305,2.9677035231386224,3.7584417681362203,4.190583256467048,4.328922609848679,3.550198841943603,3.2619068598280685,4.174981592090181,3.665495102338255,3.617416037947115,3.7227610910077695,3.8470247636855714,4.245358749371078,3.4620523187964327,3.357552004618084,3.798558635607009,4.263740552436193,3.616322405590461,3.237793136309872,2.7371891945689604,3.254609159205425,3.304218968716357,2.8428380741862926,2.769369759414218,4.115740762633144,4.506392483858435,3.4934808201444905,3.2539438977488606
TMPRSS5,3.107470277087963,3.1989969662401085,3.128177901586904,2.928616673551629,3.3668956808289945,3.2958111702203245,3.3530409357376114,3.1768493240650133,3.2300492652935002,3.1375199179186146,3.0632440623148742,3.119820952121875,3.0878022589770873,3.157755177979585,3.1427891758708086,3.056860943046751,3.201696585677427,3.1157657275780597,3.342526300894055,3.124129585325412,3.001243788166192,2.9054086678467197,2.9982677263787627,2.940580232473891,3.017155829492278,3.1003385503436958,3.0412955576237675,3.115016591245331,3.085934472516027,3.246894477757423,2.678590280502957,2.621782295918852,2.6395331757535843,2.667120059806582,2.7387246093348816,2.541713066314644,2.623117701747125,2.7569592201588957,2.668913341629633,2.621969795883816,2.641361056327364,2.5894279374914566,2.720344140295707,2.78425269340458,2.5819778457631135,2.658028634565889,2.5829653909282917,2.616004744079728,2.6723800802406132,2.6105347143283697,2.719555842158586,2.716090986470233,2.8874277880535617,3.0785415236548572,2.930226391145997,2.8394759214937557,2.7938126677457813,2.962400951689934,3.0014239583890814,2.8544345747412776
TMSB10,2.346247774082775,2.7160470741599814,3.1749017205847445,2.3220435058742557,2.1612750113922417,2.507972191739243,2.350186044003187,3.017423112383857,2.3851825132938522,2.2651067907849978,2.397583940298248,2.606252699092858,2.9384928174135583,2.5604459523557095,2.4330128394362904,2.364488389360161,2.7682478549028446,2.298189070141322,2.9491240098937954,2.817029686397146,2.233458622742653,2.1646253977371632,2.02871058595414,2.1849150040824528,1.592110150750013,2.351713124516787,1.937193711170317,2.1786827756652567,2.2479578856510556,2.956725788726184,2.7519135559270547,2.394569017102535,2.3017339571393793,2.131424858888248,1.955238397449646,2.2220626247774877,2.6285869774681907,2.255742420972529,2.311212454635033,2.0363626619166415,2.6125412281954388,2.3032839372640854,2.748804690937068,2.469703674769862,2.065916918078215,2.6488105441032066,2.5444853862360906,2.405311682597445,4.097661357482519,2.8606450323678003,2.6799642008062254,2.655054098916663,2.6988407702072097,2.367482898138868,2.3987060745104087,2.280332792363861,2.8176846474836066,2.432237879358647,2.387390115018982,2.137273985825156
TNC,3.9281049753925297,3.9912451849018495,3.7926679772026843,3.8120771639182234,3.9081403898113285,3.641152933620243,3.8317353962232494,3.696450149084299,3.710172748279662,3.6226024284182787,3.6445946606032558,3.4964112164754915,3.1364539092686505,3.4448525594222916,3.5760867241794005,3.776114518655468,3.5839041362434148,3.864829950700752,3.7761882305794443,3.440633335161527,4.233980065852756,4.1015576357759524,3.9870570451114467,4.003943981808953,4.022474346574899,4.022092564950003,3.927991240039481,3.8431095229803227,4.015818671751405,4.056982295197295,3.6181799127447825,3.8582496098856227,3.598186524959182,3.595181381242021,3.6009119714642295,3.8535166647546997,3.7927408482121936,3.82186325094602,3.7921577770493884,3.6448714897398413,3.3741074622667786,3.1194557843058086,3.3237159285101576,2.9997294693167893,3.048271066639319,3.3112415233536825,3.2467424983372135,3.3552559414917815,2.847936793009205,3.1492431041924593,4.305299343935347,3.7187123241848274,3.7649830221874687,3.397885086377425,3.6121873402350486,3.6205394927770853,3.2067369836126143,3.5077439071733756,3.5306575919211443,3.343052434922969
TNF,4.06899748649911,4.186944200553793,4.68301704883101,4.0600819802584915,3.688247511176446,3.8768901572601915,3.996099455281444,4.036564873348367,4.087641045513589,4.1145835795474035,3.755806259727427,3.5799645330623693,3.5861762583292,3.494722806446827,3.4913015608138758,3.7717799600782684,3.8329406341553045,3.715805532559153,3.826660339486655,3.918071326162452,3.7327359102088917,3.978406159915799,3.6834943505733477,3.8903104911694673,3.8093321197735013,3.659662018803981,3.8632248533459728,3.8928767000606896,4.144152446234592,3.7918036545535285,3.7107348136475493,3.8411781097641655,3.7176161096139455,3.868024917421399,3.7860630934395854,3.792470165906649,4.013078085522526,3.908640004497894,3.8658495476954076,3.703488349656824,3.955768456449428,4.82481366841923,4.39995718260514,4.060851539839091,3.934610853964446,3.9005770325966282,4.107830123412722,4.151095713650666,4.1037158318769045,4.004986703322438,3.9636960599865363,3.8351055066532904,3.718821899843832,3.4087526145510174,3.689187319376032,3.669503048452444,4.016861761106329,3.9007509048114164,3.815462713909518,3.630044286526994
TNFRSF10A,3.1319022209197214,2.9569487652147486,2.9482644285992663,2.920217065962217,3.019346088804812,2.9167250341204314,3.0896167886452535,2.8337199578063283,3.0259678357111084,2.9719205596457283,2.762412603255654,2.7783137252659516,2.676064261057631,2.4974846313192023,2.9382481476867124,2.7833937904616306,2.743536510296892,2.7092023947960304,2.814632450698633,2.7226845980706136,2.602195550357482,2.608809242675524,2.7145972175848914,2.4860449925903496,2.461685707236323,2.5114680392758655,2.526419424104824,2.4759668369002337,2.5972927910377988,2.6350113803283786,2.4354952519344404,2.6518897898881333,2.536997804728628,2.5936167071749057,2.3966253298076143,2.413079516071944,2.5934015811256472,2.45617532497867,2.4645375821860274,2.579952468831295,2.7842736358701714,2.6658702550039597,2.9294501633568384,2.838709785226973,2.853995647176393,2.7413806917805186,2.7959539209103745,2.749276812126215,2.803061675091301,2.655054098916663,2.1454166053931996,2.336169110464009,2.3651045905596266,2.2837143885058326,2.299742861396403,2.289450875627936,2.404058397054795,2.209297390166244,2.4371744626322895,2.354677828504453
TNFRSF10B,5.653618981805348,5.793968691564428,5.674683795541834,5.821694910550659,5.7955409895846755,5.761295912666348,5.711841772534586,5.476981065698246,5.767215143556768,5.750373361056646,5.800656626793844,5.8040638875031245,5.7114095538461775,5.4817897464077925,5.830693928471542,5.901518589867126,5.835704319303149,5.767853393466635,5.935330088012893,5.671839658646418,5.627542639106402,5.517404836985277,5.729952406336236,5.478641823589297,5.598311603537905,5.471213478097212,5.650913874921007,5.440334337203754,5.638418536379675,5.857931246164968,5.416637101974174,5.639249531062564,5.5588431276357175,5.669126004090165,5.443732616591082,5.548948259126896,5.744435612164194,5.586881811236544,5.5601463227714545,5.619879551329247,5.257497219346885,5.24735031998084,5.312283976414109,5.300343407594724,5.398408520292437,5.268812385251829,5.293112942213983,5.265609421017603,5.272426370462794,5.255296777548546,5.573477537787128,5.564963420609555,5.442472470238512,5.708438333618473,5.571549400661948,5.556739012910298,5.70018999931157,5.478602997280478,5.7266841069413905,5.783071569981206
TNFRSF10C,3.849538964325792,3.8422447304994454,4.119563684417364,4.228734049904,3.971736666736236,3.99463402790041,3.910041844653247,3.866324453656907,4.15258095740016,3.993040269800138,3.6731493366124846,3.89171080731149,3.876516946565,3.6224735813254383,3.74604398299834,3.6856374533983467,3.874059203141146,3.7790285343999566,3.937890478813792,3.884519776962265,4.363114994589318,4.22164511788964,4.221397649374242,4.1249980384960105,4.0220215246623745,4.171158779491911,4.3297120384252255,4.367175337928593,4.3961183782563875,4.3130426409919735,4.4284104253573435,4.619929424116077,4.569649060361308,4.243966057929186,4.221676048469597,4.483661021786802,4.531119412105931,4.372004844312145,4.3735229357040435,4.605458775698876,4.327859787542293,4.391375928874242,4.544899539022708,4.1600488883189355,4.558494185521867,4.428390324506173,4.441071753438257,4.387197084669648,4.433907534063966,4.360862882426693,3.9803543946493662,4.203404779682635,3.8811751553492755,3.936091377933879,3.9270051578742735,3.9015330705650593,3.867273796848806,3.826924682936349,3.760976699389142,3.7159592455295067
TNFRSF11A,5.079122064434,5.21746726778752,5.423258806584656,5.364617953508588,5.281049076733573,5.305627676069844,5.1941540463422875,5.16105728931233,5.313307535116008,5.3274430624597295,4.922002747814808,4.996863239147471,4.987216253101377,4.747462594009443,5.081569717598262,4.956168196685816,4.9119839256640665,4.761705466250325,5.019372778772053,4.915320114110691,4.809316683413805,4.754572212130849,4.860620203991022,4.807859776977457,4.8000404964607295,4.782670658677007,4.7874324645168675,4.647464182832627,4.93242501277045,5.069556102687359,4.860967762388601,5.054410046366866,4.922773479255854,5.004577794622108,4.828981855737342,4.833178524322865,5.112679284404491,4.979005545136683,5.091069310563436,5.083004822035091,5.234187057178712,5.281390392862522,5.303415462685624,5.172187456224752,5.3792743853031615,5.485455809592,5.330565570465473,5.275837699321481,5.257146430384086,5.382096562987717,4.7522615461158555,4.476342800384362,4.601304297302547,4.692639212258114,4.600584951747453,4.546246258765067,4.716985408862036,4.5462277344529305,4.627116518639279,4.899069261643478
TNFRSF11B,10.552956551315674,10.184245203689363,10.514644925399356,9.983939712245313,9.917151704779194,9.82248303976803,10.306401355120682,10.289503094985996,10.161539811904532,10.088371532453754,9.996723167061472,10.08139395760145,10.026603113603034,9.836721036549976,9.99148840010553,10.054814975396214,10.051803980880695,10.017978123028238,10.264249641522998,10.238320420412519,10.100348932682513,10.433822324119735,10.451518167098452,10.222371811260077,10.273815526447562,10.185185910317688,10.428677258558421,10.364193105959913,10.563795252479501,10.584526526801026,9.892291746134195,10.078084743868214,10.049403831414446,10.4084616898425,9.98350726514017,9.822241626307893,9.956639550295865,10.14961452770568,10.049973895149789,9.986953976999677,9.913460015760235,10.060498155440795,9.795326036730724,9.718758552430888,9.993713700238633,9.75192744368203,9.716717448983145,9.959390250359851,9.956175022682931,9.897965675583173,9.877222313368136,9.974137640349541,9.955320650728293,9.70868593927421,9.915110931639916,10.100460636664769,10.256924550051355,9.929906070305044,10.001806323284834,9.884875816920724
TNFRSF12A,5.383832142417343,4.874014925376034,4.559497931491644,4.515510619969011,5.252336176603084,4.724732116709449,4.63902373317984,5.026844313114087,5.000576962631521,4.282743732377322,4.062328980788391,4.184510408938711,3.953479438644964,4.152361919209366,4.291493053259273,4.167526532065916,4.429388328464847,3.9150810459537126,4.617962543397713,4.073306117336517,4.355192501382874,3.899040250599505,4.5959571167927455,4.08822641887221,4.22576078575053,4.243631002575811,4.611650444437513,4.061465163932325,3.997924633851667,4.8133451108158765,4.718449308642443,4.87449206970013,4.719835080345923,4.909821097190359,4.47310500890507,4.067578488606717,4.704230132194947,4.495285829370964,4.724732116709449,5.420630611973689,3.973602092199086,4.140557818212006,4.209679500100958,4.793474558241823,3.9680538775793592,3.725272177136145,3.772656358947315,3.7838128313873267,3.8564080979005357,3.7720967921956916,3.8412485713062483,3.6957266226209633,4.370394479467522,4.846142252563173,3.7595393649540174,4.024390606411616,4.084438500336664,4.048707007828263,4.89005264595728,4.930964366787162
TNFRSF13B,9.280851252641149,9.534107137387451,9.56122091700826,9.514983240060173,9.545941349199856,9.44134652727428,9.401834372094674,9.453579103151409,9.522083612572446,9.437392341865694,9.237472179916082,9.241745103244565,9.033845010706044,8.938513400714644,9.286472052118857,9.308626857770607,9.06371864015225,9.202690503069793,9.390630931651263,9.247685224738225,9.393736448235144,9.389083193849315,9.552382643204721,9.352698284980775,9.336772758789524,9.317283262893664,9.402303714480059,9.389093306737413,9.520915045868293,9.737281318222667,9.424810632691232,9.504956995216673,9.441376616395791,9.60227722101233,9.359398176276049,9.434097126384112,9.722398908900615,9.66916303959693,9.596524668558017,9.38933298295207,8.423737406549689,8.421852762753927,8.354205295861695,8.350796009605395,8.576185006124843,8.460620941829989,8.493877459676874,8.483725908265761,8.347476095260802,8.510361857995838,9.047988179326287,9.105082191603199,9.235335750406367,9.283786374431042,9.359248372807661,9.284904588219725,9.204846941615536,8.963482793991147,9.159195482688917,9.378788821224713
TNFRSF13C,1.7469146596478984,1.7999162029890141,1.913913824633165,1.8062415563869245,1.721853842163465,1.6283070055983253,,1.746484761542602,1.6030268900815177,1.787181684603575,1.6155575463899077,,1.652784754908756,1.5824596595607618,1.7276591125467446,1.7229905454879175,,1.751335171181879,1.741617989568016,1.6720632083582512,1.8623918770678345,1.7355221772965375,1.8217102150346742,1.7447638869532938,1.8876422412731886,9.129148788537226,1.6167811265475134,1.835924074254375,1.7624763880469851,1.8374588993257497,,1.8883438653747726,1.8790783711687307,1.712243592220109,1.6959047551117303,1.5942141112766652,1.8203219481121018,1.8337401943708687,1.8225670071261075,1.8622331603767985,,,1.6745962368280516,,,,1.623585972399712,,,,,1.729965997446928,1.6293799361746863,,,1.716771456418223,1.7603912915434128,1.653931334404906,,1.5810137351679658
TNFRSF14,4.3810133611219175,4.292509378026118,4.369487422468887,4.258021357870401,3.999711432134074,4.368796280960131,4.415014956992718,4.313731990032144,4.181325220786017,4.365587564298233,4.128268651911886,4.239886800795721,4.412354749602915,4.164086317620915,4.25432948437666,4.216703182887299,4.270185046620108,4.022048165180173,4.611184186010764,4.610788633522022,3.886530638131706,3.6992851001996,3.7949668446360296,3.681516731938863,3.5159647022392098,3.896262159755089,3.832474863233663,3.731422222462127,4.048253626251501,4.088421490555828,4.291470951289271,4.179606589825924,4.205196991415004,3.949908397953317,3.787526495746822,4.1346234579597585,4.184462802049453,4.1685778573057135,4.108189880004663,4.142388929822299,3.9582116481096903,3.9148610682550884,4.0783536516111,3.8047350837679756,3.9487036265100133,4.072311640022427,3.8787743785474915,4.015702726366853,4.471291528412775,4.012809996355201,4.184954664166325,4.586818775865434,4.151607199679046,4.128961466218871,4.0389540962729855,4.0373207172494,4.291772982242167,3.8478866964743044,3.981377764113018,4.0107977380844
TNFRSF19,6.199466230822029,5.831352851881551,6.005108005590044,6.2504064383185325,6.17067821219797,6.084931662555676,5.933775620992476,5.642132582697586,6.099278369991707,5.981199640363179,5.884815236813233,6.10898437318524,5.951592457084369,5.6679091514284385,5.921226842980787,5.8138581329007915,5.80408454435284,5.556269992824858,6.1482162380334175,5.986829574644099,5.835428946885202,5.602982366167121,6.057712359637558,5.794145498163012,5.6810950137679725,5.722946842686136,5.695982681160773,5.642955667076899,5.667097345744016,5.947420700110762,5.5521987522154665,5.804350474878047,5.565423530232751,5.560137149455524,5.552589180369141,5.802973819167707,5.8239760371652345,5.683272565286355,5.8561142339774594,5.799970582700522,5.390371908260909,5.366696392068184,5.398552174818459,5.60098331137083,5.593804916157365,5.591143811527705,5.505042970245807,5.529389947273128,5.256852154504361,5.691137704304264,5.595667756537432,5.492760106036665,5.524232966809547,5.554607268943581,5.50809583079832,5.5027538506918265,5.64924755366066,5.538323978286864,5.444905552922183,5.563777428708687
TNFRSF1A,6.167305736691165,6.078142266314119,6.107024529007735,6.237005315428547,5.922121714723119,6.199988329143541,6.16061972984868,5.982509934192451,6.021835027262238,6.05566421103868,5.888767597976173,5.974990405622919,5.92314442537205,5.593031011050508,6.081985065219039,5.909129843206295,6.005896221823091,5.768255795971882,6.052935334311153,6.105575419651972,5.660743260942,5.513367568029906,5.611806813835243,5.4462661566561525,5.412517345722258,5.63609384313341,5.712694817897103,5.4689742383046775,5.808583266014822,5.635095568758997,5.928976648677787,5.87239046819157,5.9785045493821345,5.666665710594598,5.616216526191657,5.954975620573961,5.972403167040187,5.750175025196986,5.770739205082486,6.101219337749463,5.614963029598594,5.83541884047548,5.770485506314023,5.690282989063512,6.0096271017567116,5.852408408448051,5.643835991902767,5.575878041849579,5.650345243656152,5.781341351834564,5.659607792716702,6.358371644777816,5.827402411676103,5.970777745238347,5.746406828795722,5.797936422222819,6.012897130799083,5.649520617427447,5.624779375065917,5.646511189535265
TNFRSF1B,5.101183612209068,5.182223504357823,5.241470312109866,5.145591869052917,4.890855220077389,5.121595678803316,5.299211682370031,5.100817899919407,5.094717450985877,5.236825509597074,4.747070466081254,5.016612201521943,4.86616616903904,4.698357405957285,5.089235418116192,4.954000835235945,4.970108192018187,4.886740348128131,5.059532661434748,5.052754964154686,4.523743849616946,4.438346086576326,4.509271457449994,4.359317345838196,4.297668322359718,4.543885581164408,4.6414362043714785,4.432605369222591,4.757556688939453,4.61793316664953,4.686506129871527,4.867090899090893,4.711753687511742,4.586860799752194,4.46381860401055,4.692561105399881,4.89808255872466,4.7252776312607425,4.804260115634738,4.8203883295116645,4.646347015351345,4.778487204145061,4.875185369330782,4.672589403843393,4.9227259151629275,4.821332657031558,4.750215230615163,4.891929483983117,4.680026109024178,4.834908374699047,4.752309722757728,5.379139197799456,5.001329371827597,5.003934989553147,4.78933801204025,4.757161960515632,4.934157906261376,4.6405226011776035,4.573532070225477,4.708413501737428
TNFRSF21,8.24123575685182,8.326142267838586,8.339371251492013,8.194254039289557,8.388850362652416,8.365461149294822,8.324986070252635,8.306603566925217,8.263821286544223,8.212651528884827,7.815568384435995,7.909711910688937,7.833180422224984,7.8976028692753655,7.9553546551306145,7.8764027542681365,8.003323384631482,7.911305093936585,8.082283189784818,7.732429987533647,8.051179570009873,7.988133062868553,8.095434474353207,8.050103312343532,8.000006762617154,8.112830949237095,8.122854907612114,8.046387376950042,8.209193072165341,8.245750914659816,7.77138844429704,7.915179068689658,7.8862806532539755,7.891219878953281,7.897483073251771,7.784289342519864,7.926392665454531,7.942974804099175,7.95249607010336,7.826121335485819,7.693964292100738,7.958202946357929,8.015615761212956,7.992127707446412,7.900351208926845,7.872360299985132,7.810540788370422,7.812173454043124,7.899036624177989,7.863418154076123,7.862830737015823,7.996071766171085,8.052155560377182,8.134782072676504,7.897184750027462,8.027201059554146,7.961549247050394,8.148463362709409,8.004349699034014,8.107649688437201
TNFRSF4,4.0902437121744235,4.070741371225217,4.102347389422848,4.0850421757918465,4.017494379459272,4.139494052734474,3.9177945318235285,3.6814155308198324,3.96641200896098,3.9354220297948324,3.520811943570161,3.5828329546092115,3.4313287750326524,3.3125199674749455,3.456806149230474,3.3725342685781494,3.359928733237448,3.237364859876824,3.744979108567061,3.439117773372473,3.4560044292649192,3.368433124464656,3.5795422249369033,3.4584476274379226,3.4314090131677046,3.3531115297748086,3.409662476707088,3.441536596978902,3.462445013543009,3.517225292502459,2.793250842244086,2.9844252948522634,2.814632450698633,2.841449871037405,2.9263980029103767,3.075395714109184,3.129381941213263,3.0761999158120457,3.0321537527728766,3.0024865049510576,3.1485111556011103,3.1489991625877645,3.1441932428570873,3.2884323932133994,3.141465489902357,3.2852838390278594,3.176306813536254,3.165590411178421,2.960882344685196,3.2341487276922187,3.3132168234262913,3.2004258825629663,3.3586072491178105,3.3323785463052307,3.3000504894594327,3.364516404216046,3.366056384124695,3.451329820140333,3.358649442847592,3.4062101085315653
